epoch,loss,val_loss
0,0.7841290235519409,0.7080820202827454
1,0.6878458857536316,0.6714892983436584
2,0.6477517485618591,0.6541891694068909
3,0.6195350289344788,0.6461379528045654
4,0.5965937972068787,0.639569103717804
5,0.5774180889129639,0.6379591226577759
6,0.5599502921104431,0.6354251503944397
7,0.5440208911895752,0.6359016299247742
8,0.5285478234291077,0.6350270509719849
9,0.5142520666122437,0.6382600665092468
