epoch,loss,val_loss
0,0.5589747428894043,0.4908447563648224
1,0.45642775297164917,0.4344119131565094
2,0.41402092576026917,0.40695899724960327
3,0.3923955261707306,0.3915034532546997
4,0.37946823239326477,0.38145461678504944
5,0.3703840374946594,0.3740679919719696
6,0.363214910030365,0.3679199516773224
7,0.35717764496803284,0.3628658056259155
8,0.35185593366622925,0.3584280014038086
9,0.34712547063827515,0.3544532060623169
